13,19.974414,14.357504,8.733333,167.434127,8.423106,13.222719,1
18,16.78708,13.736033,8.733333,137.327563,8.177913,13.222719,1
20,18.941295,14.392386,8.733333,130.00815,3.88341,19.327424,1
21,19.437846,9.83611,4.749161,145.38291,2.849437,24.652787,1
26,13.553224,11.366102,5.639167,195.953045,9.617794,17.943211,1
31,16.118277,10.590691,6.418728,38.607963,3.449774,20.577727,1
36,14.642074,12.351867,8.606421,30.389416,6.834938,13.263466,1
39,17.393175,14.253331,8.733333,26.222941,3.160027,13.222719,1
43,14.549269,11.482752,7.15583,2.195818,0.668559,13.89649,1
61,18.49413,11.269006,8.646427,124.052007,8.851257,24.653839,1
66,16.792895,14.389371,8.733333,171.714106,4.87728,13.222719,1
89,20.255351,5.706688,4.835485,21.948474,5.567414,24.092859,1
113,6.426162,3.434655,-8.513265,41.520607,0.029872,23.268835,1
116,15.759182,12.387255,8.724978,134.292578,5.736002,14.175797,1
118,17.018116,14.942021,8.733333,33.953413,9.329866,13.585059,1
123,6.631664,0.069513,-8.661248,6.587979,7.437865,13.245825,1
125,16.376308,12.259548,8.733333,161.012646,7.490523,13.222719,1
132,13.863501,13.659714,8.47116,174.295304,9.908539,14.083613,1
141,19.784721,12.795467,8.733333,151.753253,9.623206,13.823161,1
158,18.097886,13.500808,8.733333,149.831946,8.665803,13.222719,1
159,16.728004,5.538702,4.792802,7.836897,21.572382,24.375403,1
161,20.035521,11.703781,8.631714,152.734665,19.721015,20.619238,1
163,5.833761,3.625369,-8.465044,36.768589,0.310048,16.530173,1
177,19.481835,9.736732,4.733317,151.32614,0.782992,24.753023,1
178,17.341124,10.975836,8.542115,199.096212,19.497172,24.339768,1
179,15.121503,9.716189,4.729755,192.486281,5.43271,24.775509,1
191,16.499008,13.94079,8.733333,142.482961,3.074693,13.222719,1
217,6.680307,3.388827,-8.524302,179.688827,5.634415,13.289996,1
225,15.095234,13.573215,8.667792,190.820557,19.798581,19.046375,1
234,19.739978,10.668237,6.763737,183.005182,7.543151,14.115505,1
242,8.42816,3.937234,-5.395471,145.41592,9.262127,19.989297,1
244,5.348179,0.438304,-8.727003,156.089189,0.528601,13.224745,1
249,5.165023,3.559254,-8.48226,18.220035,3.759871,13.304278,1
259,20.334747,5.51155,4.782299,152.421942,5.918233,24.44244,1
264,12.363351,11.942758,7.566711,32.314515,21.106373,13.686909,1
270,21.825002,10.818412,7.517348,35.795031,21.706961,15.245545,1
274,19.595047,11.685776,8.621426,160.593063,9.172565,13.471186,1
275,14.521653,10.725556,5.800858,199.895572,8.363282,16.492513,1
276,19.149088,13.555808,8.733333,196.195632,4.691949,13.222719,1
277,15.472489,13.363838,8.705832,25.407388,8.424636,13.231523,1
279,18.316035,10.481187,5.963657,4.726493,10.391063,19.716233,1
281,9.324615,0.458114,-5.030455,22.161864,21.468586,22.76155,1
289,19.218792,12.082341,8.733333,24.805183,20.359612,13.837892,1
297,16.273963,14.68021,8.733333,137.055937,10.484643,20.307393,1
307,12.687214,12.272228,8.468529,124.984706,9.631009,23.941512,1
308,15.945527,12.263206,8.731688,147.712084,6.165062,13.223246,1
309,18.699423,10.836594,7.62125,161.022484,21.675419,13.660876,1
324,16.923388,12.050466,8.733333,170.985188,1.69354,13.222719,1
346,20.347319,6.342534,4.721335,138.563683,8.346136,24.828574,1
348,17.206082,14.141055,8.733333,165.59551,9.239128,13.518298,1
363,18.072438,13.227998,8.733333,151.04408,8.055574,13.222719,1
364,21.750335,10.03763,4.797118,196.09097,4.986074,24.347808,1
368,17.348356,14.724569,8.733333,151.375094,1.869356,13.222719,1
